file,key,type,attr
src\features\crm\pages\VouchersPage.tsx,"EXPIRED",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"EXPIRED",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"EXPIRED",JSXAttribute,value
src\features\inventory\pages\ProductBatchesPage.tsx,"EXPIRED",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"EXPIRED",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"EXPIRED",JSXAttribute,value
src\features\inventory\pages\ProductBatchesPage.tsx,"EXPIRED",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"EXPIRED",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"EXPIRED",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"EXPIRED",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"EXPIRED",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"EXPIRED",StringLiteral,
src\features\logistics\store\logisticsStore.ts,"EXPIRED",StringLiteral,
src\features\sales\pages\QuotesPage.tsx,"EXPIRED",JSXAttribute,value
src\features\sales\pages\QuotesPage.tsx,"EXPIRED",StringLiteral,
src\features\sales\store\salesStore.ts,"EXPIRED",StringLiteral,
src\features\sales\store\salesStore.ts,"EXPIRED",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"PAUSED",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"PAUSED",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"PAUSED",JSXAttribute,value
src\features\crm\pages\VouchersPage.tsx,"PAUSED",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"PAUSED",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"PAUSED",StringLiteral,
src\features\system\pages\NotificationsPage.tsx,"PAUSED",StringLiteral,
src\features\system\store\systemStore.ts,"PAUSED",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"DEPLETED",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"DEPLETED",JSXAttribute,value
src\features\crm\pages\VouchersPage.tsx,"DEPLETED",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"ALL_PRODUCTS",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"ALL_PRODUCTS",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"SPECIFIC_CATEGORY",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"SPECIFIC_CATEGORY",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"VIP_TIER_ONLY",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"VIP_TIER_ONLY",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"FIRST_TIME_BUYER",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"FIRST_TIME_BUYER",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"SUMMERPROMO15",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Omnichannel Q2 Summer Blowout",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"2024-05-01",StringLiteral,
src\features\finance\store\financeStore.ts,"2024-05-01",StringLiteral,
src\features\finance\store\financeStore.ts,"2024-05-01",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"2024-05-01",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"2024-05-01",StringLiteral,
src\features\sales\store\salesStore.ts,"2024-05-01",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"2024-08-31",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"2024-08-31",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Blanket omnichannel summer promotion promoted across POS terminals and B2B eCommerce portal.",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"VIPGOLD50",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Gold Member Quarterly Reward",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"2024-05-15",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"2024-05-15",StringLiteral,
src\features\finance\store\financeStore.ts,"2024-05-15",StringLiteral,
src\features\finance\store\financeStore.ts,"2024-05-15",StringLiteral,
src\features\finance\store\financeStore.ts,"2024-05-15",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"2024-05-15",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"2024-05-15",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"2024-05-15",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"2024-05-15",StringLiteral,
src\features\sales\store\salesStore.ts,"2024-05-15",StringLiteral,
src\features\sales\store\salesStore.ts,"2024-05-15",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"2024-06-15",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Exclusive $50 credit issued to Gold and Diamond loyalty accounts.",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"FREESHIPB2B",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Wholesale Pallet Ground Dispatch",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"2024-04-01",StringLiteral,
src\features\sales\store\salesStore.ts,"2024-04-01",StringLiteral,
src\features\sales\store\salesStore.ts,"2024-04-01",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Promotional waiver of freight carrier fees for wholesale beverage pallets.",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"NEWRETAIL10",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"First Time Store Activation",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"2024-12-31",StringLiteral,
src\features\inventory\store\inventoryStore.ts,"2024-12-31",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"2024-12-31",StringLiteral,
src\features\logistics\store\logisticsStore.ts,"2024-12-31",StringLiteral,
src\features\system\store\vatStore.ts,"2024-12-31",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Automated welcome voucher printed on receipt during first customer loyalty registration.",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Tất cả sản phẩm",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Danh mục cụ thể",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Chỉ dành cho VIP",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Khách hàng mới",StringLiteral,
src\features\dashboard\pages\DashboardPage.tsx,"Khách hàng mới",StringLiteral,
src\features\dashboard\pages\DashboardPage.tsx,"Khách hàng mới",StringLiteral,
src\features\dashboard\pages\DashboardPage.tsx,"Khách hàng mới",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"voucherCode",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Mã Voucher",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\crm\pages\VouchersPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\hr\pages\RolesPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\hr\pages\RolesPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\hr\pages\UsersPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\hr\pages\UsersPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\logistics\pages\PromotionsPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\system\pages\NotificationsPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\system\pages\NotificationsPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\system\pages\PrintTemplatesPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\system\pages\PrintTemplatesPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\system\pages\SystemConfigPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\system\pages\SystemConfigPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\system\pages\VatConfigPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",JSXAttribute,className
src\features\system\pages\VatConfigPage.tsx,"font-mono font-bold text-primary px-2 py-0.5 bg-primary/10 rounded border border-primary/20 hover:underline",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"campaignName",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Tên chiến dịch",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"discountValue",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"discountValue",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Mức giảm giá",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Miễn phí vận chuyển",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Miễn phí vận chuyển",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Tặng sản phẩm",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Tặng sản phẩm",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\crm\pages\VouchersPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\inventory\pages\InventoryCheckPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\inventory\pages\InventoryCheckPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\inventory\pages\InventoryCheckPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\inventory\pages\InventoryCheckPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\logistics\pages\PromotionsPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\purchase\pages\ImportReceiptsPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\purchase\pages\ImportReceiptsPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\purchase\pages\ImportReceiptsPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\purchase\pages\ImportReceiptsPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\system\pages\BranchManagementPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\system\pages\BranchManagementPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\system\pages\BranchManagementPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",JSXAttribute,className
src\features\system\pages\BranchManagementPage.tsx,"font-bold text-gray-900 dark:text-white text-sm",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"minOrderValue",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đơn tối thiểu",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"font-mono text-gray-700 dark:text-gray-300",JSXAttribute,className
src\features\crm\pages\VouchersPage.tsx,"font-mono text-gray-700 dark:text-gray-300",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"font-mono text-gray-700 dark:text-gray-300",JSXAttribute,className
src\features\logistics\pages\PromotionsPage.tsx,"font-mono text-gray-700 dark:text-gray-300",StringLiteral,
src\features\logistics\pages\ShippersPage.tsx,"font-mono text-gray-700 dark:text-gray-300",JSXAttribute,className
src\features\logistics\pages\ShippersPage.tsx,"font-mono text-gray-700 dark:text-gray-300",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"applicableScope",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Phạm vi áp dụng",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"totalRedeemed",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đã dùng / Đã phát hành",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"text-xs text-gray-400 ml-1",JSXAttribute,className
src\features\crm\pages\VouchersPage.tsx,"text-xs text-gray-400 ml-1",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đã lên lịch",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đã lên lịch",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đã lên lịch",JSXText,
src\features\finance\pages\OperatingCostsPage.tsx,"Đã lên lịch",StringLiteral,
src\features\inventory\pages\InventoryCheckPage.tsx,"Đã lên lịch",StringLiteral,
src\features\inventory\pages\InventoryCheckPage.tsx,"Đã lên lịch",JSXText,
src\features\crm\pages\VouchersPage.tsx,"Đã hết hạn",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đã hết hạn",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đã hết hạn",JSXText,
src\features\crm\pages\VouchersPage.tsx,"Tạm dừng",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Tạm dừng",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Tạm dừng",JSXText,
src\features\crm\pages\VouchersPage.tsx,"Đã hết lượt",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"expiryDate",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"expiryDate",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Hạn sử dụng",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Hạn sử dụng",JSXText,
src\features\crm\pages\VouchersPage.tsx,"text-gray-500 text-sm font-mono",JSXAttribute,className
src\features\crm\pages\VouchersPage.tsx,"text-gray-500 text-sm font-mono",StringLiteral,
src\features\finance\pages\DebtLedgerPage.tsx,"text-gray-500 text-sm font-mono",JSXAttribute,className
src\features\finance\pages\DebtLedgerPage.tsx,"text-gray-500 text-sm font-mono",StringLiteral,
src\features\finance\pages\DebtLedgerPage.tsx,"text-gray-500 text-sm font-mono",JSXAttribute,className
src\features\finance\pages\DebtLedgerPage.tsx,"text-gray-500 text-sm font-mono",StringLiteral,
src\features\finance\pages\OperatingCostsPage.tsx,"text-gray-500 text-sm font-mono",JSXAttribute,className
src\features\finance\pages\OperatingCostsPage.tsx,"text-gray-500 text-sm font-mono",StringLiteral,
src\features\finance\pages\ReceiptVouchersPage.tsx,"text-gray-500 text-sm font-mono",JSXAttribute,className
src\features\finance\pages\ReceiptVouchersPage.tsx,"text-gray-500 text-sm font-mono",StringLiteral,
src\features\logistics\pages\DeliveryTripsPage.tsx,"text-gray-500 text-sm font-mono",JSXAttribute,className
src\features\logistics\pages\DeliveryTripsPage.tsx,"text-gray-500 text-sm font-mono",StringLiteral,
src\features\logistics\pages\PromotionsPage.tsx,"text-gray-500 text-sm font-mono",JSXAttribute,className
src\features\logistics\pages\PromotionsPage.tsx,"text-gray-500 text-sm font-mono",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Đã hết lượt phát hành",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"Mã Khuyến Mãi & Chiến Dịch Ưu Đãi (Vouchers)",JSXText,
src\features\crm\pages\VouchersPage.tsx,"Quản lý và tạo mã giảm giá, thiết lập điều kiện áp dụng và theo dõi hiệu quả khuyến mãi trên toàn hệ thống. Nhấp vào dòng để xem chi tiết.",JSXText,
src\features\crm\pages\VouchersPage.tsx,"Xuất danh sách voucher",JSXText,
src\features\crm\pages\VouchersPage.tsx,"Tạo mã khuyến mãi mới",JSXText,
src\features\crm\pages\VouchersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\crm\pages\VouchersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\hr\pages\ActivityLogsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\hr\pages\ActivityLogsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\hr\pages\DepartmentsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\hr\pages\DepartmentsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\hr\pages\PositionsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\hr\pages\PositionsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\hr\pages\RolesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\hr\pages\RolesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\hr\pages\UsersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\hr\pages\UsersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\CancelIssuePage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\CancelIssuePage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\CategoriesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\CategoriesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\CombosPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\CombosPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\InventoryPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\InventoryPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\ProductBatchesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\SerialNumbersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\SerialNumbersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\StockLedgerPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\StockLedgerPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\StockTransferPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\StockTransferPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\inventory\pages\UnitsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\inventory\pages\UnitsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\sales\pages\SaleOrdersPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\system\pages\NotificationsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\system\pages\NotificationsPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\system\pages\PrintTemplatesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\system\pages\PrintTemplatesPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\system\pages\SystemConfigPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\system\pages\SystemConfigPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\system\pages\SystemErrorLogPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\system\pages\SystemErrorLogPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\system\pages\VatConfigPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",JSXAttribute,className
src\features\system\pages\VatConfigPage.tsx,"flex flex-col gap-3 p-4 bg-white dark:bg-gray-800 rounded-xl border border-gray-200 dark:border-gray-700 shadow-sm",StringLiteral,
src\features\crm\pages\VouchersPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\crm\pages\VouchersPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\hr\pages\DepartmentsPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\hr\pages\DepartmentsPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\hr\pages\PositionsPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\hr\pages\PositionsPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\hr\pages\RolesPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\hr\pages\RolesPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\hr\pages\UsersPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\hr\pages\UsersPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\CancelIssuePage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\CancelIssuePage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\CategoriesPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\CategoriesPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\CombosPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\CombosPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\ProductBatchesPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\SerialNumbersPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\SerialNumbersPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\StockLedgerPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\StockLedgerPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\StockTransferPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\StockTransferPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\inventory\pages\UnitsPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\inventory\pages\UnitsPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex flex-col sm:flex-row gap-3",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"flex flex-col sm:flex-row gap-3",JSXAttribute,className
